symbol,score,last_close,rsi,sma20,sma50,macd_hist,reasons
HAPPSTMNDS,0.7,581.0,52.0379250705457,572.7875,591.9504797363281,2.433064133123783,
HDFCBANK,0.7,966.9000244140625,45.83913817580419,964.4400024414062,984.1719995117187,1.9825148689082681,
TANLA,0.7,753.7000122070312,79.01990014041648,663.8249969482422,648.4170007324219,7.631661418728807,SMA20 > SMA50; RSI 79.0 high
CRISIL,0.7,4985.7998046875,40.23934494637566,5034.37001953125,5311.553662109375,16.13269369361393,
MAPMYINDIA,0.7,1646.199951171875,36.114940403919825,1652.3800170898437,1737.0805883789062,4.752995418309691,
CGPOWER,0.7,779.4000244140625,70.1972954903282,740.5100006103515,699.0519982910156,3.0210785376590508,SMA20 > SMA50; RSI 70.2 high
NAUKRI,0.7,1376.0999755859375,51.253125439953536,1368.945001220703,1376.9210424804687,3.2724827365359594,
HOMEFIRST,0.7,1268.9000244140625,48.07575045963996,1271.7249938964844,1295.947998046875,2.7031842120920957,
INDUSINDBK,0.7,744.4000244140625,41.697303443011855,749.6049987792969,788.7940002441406,1.322376449029445,
RKFORGE,0.7,566.7999877929688,40.083884270817116,574.129995727539,591.41,0.9339025117713229,
JKTYRE,0.7,374.8999938964844,72.54012828475332,350.30499877929685,343.1677069091797,3.174660106576523,SMA20 > SMA50; RSI 72.5 high
